fuelType,rating,location.city,location.country,location.state,owner.id,rate.daily,vehicle.make,vehicle.model,vehicle.type,vehicle.year
GASOLINE,4.97,San Diego,US,CA,10010764,49,MINI,Cooper,car,2008
GASOLINE,4.91,San Diego,US,CA,10607762,65,Audi,S5,car,2010
GASOLINE,5,Chula Vista,US,CA,8929348,80,Porsche,Cayman,car,2008
GASOLINE,4.97,San Diego,US,CA,1113740,149,Maserati,Ghibli,car,2015
GASOLINE,4.93,San Diego,US,CA,2999083,209,Porsche,911,car,2008
GASOLINE,5,San Diego,US,CA,14343720,50,Chevrolet,Camaro,car,2017
ELECTRIC,5,San Diego,US,CA,2263885,99,Tesla,Model 3,car,2019
GASOLINE,4.98,San Diego,US,CA,1466987,67,Chevrolet,Camaro,car,2018
GASOLINE,5,Chula Vista,US,CA,8929348,90,Porsche,Boxster,car,2008
GASOLINE,,San Diego,US,CA,10607762,79,BMW,4 Series,car,2016
GASOLINE,4.92,San Diego,US,CA,9714002,75,BMW,4 Series,car,2015
GASOLINE,5,Chula Vista,US,CA,14521388,250,Chevrolet,Corvette,car,2017
ELECTRIC,5,San Diego,US,CA,11304513,109,Tesla,Model 3,car,2019
GASOLINE,4.98,San Diego,US,CA,6778145,89,Chevrolet,Corvette,car,2008
ELECTRIC,4.9,San Diego,US,CA,888722,169,Tesla,Model S,car,2017
GASOLINE,5,San Diego,US,CA,11304513,149,BMW,X6 M,suv,2015
GASOLINE,5,San Diego,US,CA,2263885,30,Toyota,Corolla,car,2020
GASOLINE,5,San Diego,US,CA,8633348,45,Kia,Soul,car,2015
GASOLINE,5,San Diego,US,CA,10607762,59,BMW,6 Series,car,2008
GASOLINE,5,San Diego,US,CA,2263885,59,BMW,X1,suv,2019
GASOLINE,4.86,San Diego,US,CA,2263885,69,BMW,3-Series,car,2019
ELECTRIC,4.95,San Diego,US,CA,888722,179,Tesla,Model X,suv,2018
GASOLINE,5,San Diego,US,CA,11304513,89,BMW,5 Series,car,2016
GASOLINE,5,San Diego,US,CA,11516443,70,Mercedes-Benz,GLA-Class,suv,2017
GASOLINE,5,San Diego,US,CA,9167041,32,Subaru,XV Crosstrek,suv,2014
ELECTRIC,5,San Diego,US,CA,9301432,109,Tesla,Model S,car,2015
GASOLINE,5,San Diego,US,CA,2263885,35,Toyota,C-HR,suv,2020
HYBRID,4.99,San Diego,US,CA,4451252,23,Toyota,Camry Hybrid,car,2007
ELECTRIC,5,San Diego,US,CA,2263885,179,Tesla,Model X,suv,2017
GASOLINE,5,San Diego,US,CA,1913186,149,Chevrolet,Corvette,car,2017
ELECTRIC,,San Diego,US,CA,582529,190,Tesla,Model X,suv,2020
GASOLINE,4.94,San Diego,US,CA,5533649,65,Toyota,Sienna,minivan,2014
GASOLINE,4.89,San Diego,US,CA,2263885,59,BMW,X1,suv,2019
GASOLINE,5,Chula Vista,US,CA,11205350,34,Kia,Optima,car,2014
GASOLINE,5,Chula Vista,US,CA,8688251,40,Volkswagen,Passat,car,2017
GASOLINE,4.71,San Diego,US,CA,2263885,32,Toyota,Corolla,car,2020
GASOLINE,4.95,San Diego,US,CA,341900,49,Dodge,Challenger,car,2015
GASOLINE,4.8,San Diego,US,CA,2263885,32,Toyota,Corolla,car,2020
GASOLINE,5,Spring Valley,US,CA,8709601,36,Honda,Accord,car,2017
GASOLINE,5,San Diego,US,CA,14597674,77,Chevrolet,Suburban,suv,2019
GASOLINE,4.99,San Diego,US,CA,8761848,94,Lexus,NX 300,suv,2018
GASOLINE,4.56,Chula Vista,US,CA,7144554,44,BMW,3 Series,car,2014
GASOLINE,5,San Diego,US,CA,11304513,79,Lexus,IS 200t,car,2017
GASOLINE,5,San Diego,US,CA,5872133,89,Jeep,Gladiator,truck,2020
DIESEL,4.93,Carlsbad,US,CA,6353730,89,BMW,X5,suv,2013
GASOLINE,,San Diego,US,CA,15152467,42,Chrysler,Town and Country,minivan,2016
DIESEL,4.93,Carlsbad,US,CA,6353730,90,Ram,1500,truck,2017
GASOLINE,4.9,San Diego,US,CA,1535750,130,BMW,6 Series,car,2012
GASOLINE,4.88,San Diego,US,CA,980404,40,Dodge,Journey,suv,2015
HYBRID,4.98,San Diego,US,CA,980404,36,Toyota,Prius,car,2013
ELECTRIC,5,San Diego,US,CA,10077966,95,Tesla,Model 3,car,2018
GASOLINE,5,San Diego,US,CA,14597674,70,Jeep,Wrangler,suv,2009
GASOLINE,5,San Diego,US,CA,8761848,109,Maserati,Levante,suv,2019
ELECTRIC,5,San Diego,US,CA,2178704,159,Tesla,Model 3,car,2019
GASOLINE,5,Spring Valley,US,CA,8709601,35,Honda,Civic,car,2016
GASOLINE,5,San Diego,US,CA,11229666,69,Jeep,Wrangler Unlimited,suv,2019
GASOLINE,4.91,San Diego,US,CA,9714002,52,Audi,A5,car,2010
ELECTRIC,4.81,San Diego,US,CA,5881137,179,Tesla,Model X,suv,2018
ELECTRIC,5,San Diego,US,CA,240083,115,Tesla,Model S,car,2015
GASOLINE,5,San Diego,US,CA,8474253,33,Toyota,Tacoma,truck,2010
GASOLINE,5,La Mesa,US,CA,15368770,51,Dodge,Ram 1500,truck,2019
GASOLINE,4.94,San Diego,US,CA,12573464,77,Chevrolet,Camaro,car,2018
HYBRID,5,San Diego,US,CA,11819748,50,Toyota,Prius Prime,car,2017
GASOLINE,4.72,San Diego,US,CA,10999899,71,Toyota,Tundra,truck,2010
HYBRID,5,San Diego,US,CA,6425294,95,Lexus,ES 300h,car,2015
GASOLINE,4.92,Chula Vista,US,CA,1507741,49,MINI,Hardtop 2 Door,car,2017
GASOLINE,4.54,San Diego,US,CA,8364751,30,FIAT,500,car,2014
GASOLINE,4.93,San Diego,US,CA,8364751,30,FIAT,500,car,2014
GASOLINE,5,San Diego,US,CA,10006641,56,BMW,4 Series Gran Coupe,car,2016
HYBRID,5,San Diego,US,CA,4451252,27,Ford,Fusion,car,2012
GASOLINE,4.98,Chula Vista,US,CA,2028096,120,Chevrolet,Corvette,car,2018
ELECTRIC,5,San Diego,US,CA,888722,399,Tesla,Model X,suv,2018
DIESEL,5,Spring Valley,US,CA,8709601,68,Ram,2500,truck,2016
GASOLINE,5,San Diego,US,CA,1466987,59,FIAT,124 Spider,car,2018
GASOLINE,5,San Diego,US,CA,10305282,60,Audi,S4,car,2012
DIESEL,,San Diego,US,CA,15212902,50,Mercedes-Benz,E-Class,car,2011
GASOLINE,5,San Diego,US,CA,1791593,120,GMC,Yukon XL,suv,2018
GASOLINE,4.96,San Diego,US,CA,2999083,109,Porsche,911,car,2005
GASOLINE,5,San Diego,US,CA,14566277,45,Buick,Encore,suv,2020
GASOLINE,5,Temecula,US,CA,8914534,249,Mercedes-Benz,S-Class,car,2015
GASOLINE,5,San Diego,US,CA,9146493,63,Dodge,Grand Caravan,minivan,2017
GASOLINE,5,Chula Vista,US,CA,9764111,59,Ford,Mustang,car,2018
HYBRID,5,San Diego,US,CA,9022317,49,Lexus,Ux,suv,2020
GASOLINE,5,San Diego,US,CA,5042084,63,BMW,Z4,car,2014
GASOLINE,5,San Diego,US,CA,9380917,69,Toyota,Highlander,suv,2016
GASOLINE,4.94,Chula Vista,US,CA,7144554,88,BMW,X5,suv,2018
GASOLINE,,San Diego,US,CA,7440958,95,Polaris,Slingshot,car,2019
GASOLINE,4.97,San Diego,US,CA,8989343,52,FIAT,124 Spider,car,2018
GASOLINE,4.79,San Diego,US,CA,2904898,65,BMW,3 Series,car,2011
GASOLINE,5,Oceanside,US,CA,13687419,69,Audi,S6,car,2013
GASOLINE,4.94,San Diego,US,CA,8664302,55,BMW,X5,suv,2014
GASOLINE,4.81,San Diego,US,CA,3629496,52,Mercedes-Benz,GL-Class,suv,2011
ELECTRIC,5,Chula Vista,US,CA,313859,111,Tesla,Model 3,car,2018
HYBRID,5,Spring Valley,US,CA,468663,40,Toyota,Prius,car,2012
GASOLINE,5,San Diego,US,CA,9893912,44,Jeep,Wrangler,suv,2008
GASOLINE,4.72,San Diego,US,CA,10607762,49,Toyota,Tundra,truck,2012
ELECTRIC,,San Diego,US,CA,5042084,68,Tesla,Model 3,car,2020
ELECTRIC,5,San Diego,US,CA,5042084,68,Tesla,Model 3,car,2020
GASOLINE,5,Chula Vista,US,CA,1507741,55,Dodge,Journey,suv,2018
GASOLINE,5,San Diego,US,CA,1466987,55,Kia,Sedona,minivan,2018
DIESEL,5,San Diego,US,CA,9100893,110,Mercedes-benz,Sprinter,van,2019
GASOLINE,4.88,San Diego,US,CA,8474253,34,Ford,Transit Connect,minivan,2012
ELECTRIC,5,San Diego,US,CA,888722,185,Tesla,Model 3,car,2018
GASOLINE,4.89,San Diego,US,CA,8559214,90,Chevrolet,Suburban,suv,2015
HYBRID,5,San Diego,US,CA,1090502,60,Lincoln,MKZ,car,2017
HYBRID,5,Chula Vista,US,CA,1812738,42,Honda,Clarity,car,2018
GASOLINE,5,San Diego,US,CA,7016521,149,Acura,MDX,suv,2012
ELECTRIC,5,San Diego,US,CA,7446137,89,Tesla,Model 3,car,2018
HYBRID,5,Chula Vista,US,CA,14491502,35,Toyota,Prius c,car,2016
ELECTRIC,4.98,San Diego,US,CA,309786,119,Tesla,Model S,car,2015
GASOLINE,5,National City,US,CA,11111264,59,Kia,Telluride,suv,2020
GASOLINE,5,San Diego,US,CA,8989343,65,Jeep,Wrangler,suv,2018
GASOLINE,4.98,San Diego,US,CA,1954201,181,Chevrolet,Corvette,car,2008
GASOLINE,,San Diego,US,CA,15741458,75,Mercedes-Benz,S-Class,car,2012
GASOLINE,5,Chula Vista,US,CA,9764111,59,Jeep,Wrangler,suv,2017
GASOLINE,4.79,San Diego,US,CA,4902270,46,Jeep,Grand Cherokee,suv,2014
GASOLINE,,San Diego,US,CA,15676471,52,Audi,A4,car,2017
ELECTRIC,4.96,San Diego,US,CA,888722,149,Tesla,Model 3,car,2018
ELECTRIC,5,San Diego,US,CA,12100692,103,Tesla,Model 3,car,2018
GASOLINE,4.95,San Antonio,US,TX,2714703,50,Chevrolet,Camaro,car,2017
GASOLINE,4.93,San Antonio,US,TX,2714703,36,Dodge,Charger,car,2014
GASOLINE,4.84,San Antonio,US,TX,2714703,50,Dodge,Durango,suv,2018
GASOLINE,4.95,San Antonio,US,TX,523923,39,Toyota,Camry,car,2012
GASOLINE,4.97,San Antonio,US,TX,2714703,60,Lexus,RC,car,2019
GASOLINE,4.89,San Antonio,US,TX,2714703,47,Dodge,Journey,suv,2018
GASOLINE,4.81,San Antonio,US,TX,11327611,45,Ford,Escape,suv,2018
GASOLINE,4.85,San Antonio,US,TX,14094827,36,Ford,Fusion,car,2014
ELECTRIC,5,San Antonio,US,TX,3486691,115,Tesla,Model 3,car,2019
ELECTRIC,5,San Antonio,US,TX,3323521,110,Tesla,Model 3,car,2018
HYBRID,4.6,San Antonio,US,TX,523923,40,Toyota,Camry,car,2019
GASOLINE,5,San Antonio,US,TX,10167220,44,Nissan,Altima,car,2015
ELECTRIC,5,San Antonio,US,TX,10510979,91,Tesla,Model 3,car,2019
ELECTRIC,5,San Antonio,US,TX,10510979,103,Tesla,Model 3,car,2019
ELECTRIC,,San Antonio,US,TX,15036959,168,Tesla,Model 3,car,2019
GASOLINE,5,San Antonio,US,TX,5238887,200,Porsche,Panamera,car,2013
GASOLINE,5,Boerne,US,TX,11373250,114,Ford,F-150,truck,2018
ELECTRIC,5,San Antonio,US,TX,10510979,133,Tesla,Model Y,suv,2020
GASOLINE,5,San Antonio,US,TX,10988010,66,Audi,A3,car,2017
GASOLINE,5,San Antonio,US,TX,651599,159,Jaguar,F-TYPE,car,2016
GASOLINE,,San Antonio,US,TX,521695,112,Cadillac,Escalade ESV,suv,2013
ELECTRIC,4.99,San Antonio,US,TX,3020626,125,Tesla,Model 3,car,2018
GASOLINE,5,San Antonio,US,TX,5238887,156,Porsche,911,car,2012
GASOLINE,,San Antonio,US,TX,14607761,89,Alfa Romeo,Giulia,car,2017
ELECTRIC,5,San Antonio,US,TX,3020626,225,Tesla,Model X,suv,2017
GASOLINE,5,San Antonio,US,TX,3730585,80,Mercedes-Benz,E-Class,car,2014
ELECTRIC,5,San Antonio,US,TX,7741343,168,Tesla,Model 3,car,2018
GASOLINE,4.62,San Antonio,US,TX,64265,35,Chevrolet,Malibu,car,2014
GASOLINE,4.63,San Antonio,US,TX,1178061,65,Ford,F-150,truck,2010
GASOLINE,4.94,San Antonio,US,TX,64265,30,Ford,Fusion,car,2016
GASOLINE,4.91,San Antonio,US,TX,64265,30,Hyundai,Sonata,car,2016
GASOLINE,,San Antonio,US,TX,64265,31,Subaru,Legacy,car,2014
GASOLINE,4.96,San Antonio,US,TX,651599,104,BMW,4 Series,car,2014
GASOLINE,5,San Antonio,US,TX,64265,35,Lincoln,MKZ,car,2016
GASOLINE,4.9,San Antonio,US,TX,8191374,48,Toyota,Sienna,minivan,2011
GASOLINE,5,San Antonio,US,TX,5238887,120,Porsche,Macan,suv,2017
GASOLINE,4.94,San Antonio,US,TX,64265,30,Volkswagen,Passat,car,2013
GASOLINE,4.99,San Antonio,US,TX,651599,98,Alfa Romeo,Giulia,car,2018
GASOLINE,,San Antonio,US,TX,64265,40,Ford,Mustang,car,2014
GASOLINE,5,San Antonio,US,TX,64265,42,BMW,X5,suv,2012
GASOLINE,5,San Antonio,US,TX,64265,33,Chevrolet,Camaro,car,2013
GASOLINE,,San Antonio,US,TX,9005660,249,Cadillac,Escalade ESV,suv,2018
ELECTRIC,5,San Antonio,US,TX,3020626,85,Tesla,Model 3,car,2020
GASOLINE,4.6,San Antonio,US,TX,64265,29,Nissan,Maxima,car,2014
GASOLINE,4.63,Boerne,US,TX,11373250,33,Ford,Escape,suv,2008
GASOLINE,4.71,San Antonio,US,TX,3025293,55,Honda,Accord,car,2016
GASOLINE,4.77,San Antonio,US,TX,64265,33,Ford,Mustang,car,2012
GASOLINE,4.92,San Antonio,US,TX,64265,38,Audi,A4,car,2013
GASOLINE,4.95,San Antonio,US,TX,64265,39,Audi,A6,car,2012
GASOLINE,4.98,San Antonio,US,TX,64265,29,Honda,Civic,car,2012
HYBRID,4.79,San Antonio,US,TX,64265,29,Toyota,Prius,car,2012
GASOLINE,5,Leon Valley,US,TX,1741624,159,Mercedes-Benz,C-Class,car,2015
GASOLINE,4.97,San Antonio,US,TX,7905582,39,Toyota,Avalon,car,2008
GASOLINE,5,San Antonio,US,TX,64265,29,Toyota,Avalon,car,2012
GASOLINE,4.83,San Antonio,US,TX,64265,36,Audi,Q5,suv,2011
GASOLINE,5,San Antonio,US,TX,64265,35,Volkswagen,Passat,car,2018
GASOLINE,5,San Antonio,US,TX,64265,30,Hyundai,Sonata,car,2015
GASOLINE,4.81,San Antonio,US,TX,7905582,45,Toyota,Highlander,suv,2008
GASOLINE,4.83,San Antonio,US,TX,64265,29,Volkswagen,Passat,car,2015
GASOLINE,5,San Antonio,US,TX,651599,84,Toyota,4Runner,suv,2017
GASOLINE,5,San Antonio,US,TX,64265,30,Chevrolet,Malibu,car,2015
GASOLINE,4.96,San Antonio,US,TX,64265,32,Volvo,S60,car,2016
GASOLINE,4.73,San Antonio,US,TX,64265,29,Hyundai,Sonata,car,2013
GASOLINE,5,San Antonio,US,TX,64265,31,Kia,Optima,car,2015
GASOLINE,,San Antonio,US,TX,64265,38,Mercedes-Benz,C-Class,car,2013
GASOLINE,4.85,San Antonio,US,TX,64265,40,Chrysler,Town and Country,minivan,2013
GASOLINE,,San Antonio,US,TX,15634515,136,Ram,1500,truck,2017
GASOLINE,4.77,San Antonio,US,TX,64265,31,Nissan,Xterra,suv,2012
GASOLINE,5,San Antonio,US,TX,64265,34,Volvo,XC60,suv,2013
GASOLINE,4.5,San Antonio,US,TX,64265,35,BMW,5 Series,car,2011
GASOLINE,4.84,San Antonio,US,TX,64265,29,Jeep,Liberty,suv,2012
GASOLINE,,San Antonio,US,TX,64265,32,Hyundai,Santa Fe Sport,suv,2017
GASOLINE,4.5,San Antonio,US,TX,64265,29,Volkswagen,Passat,car,2013
GASOLINE,4.77,San Antonio,US,TX,64265,32,Ford,Edge,suv,2014
GASOLINE,3.67,San Antonio,US,TX,64265,35,Chevrolet,Malibu,car,2018
GASOLINE,5,San Antonio,US,TX,64265,30,Chevrolet,Equinox,suv,2015
GASOLINE,4.91,San Antonio,US,TX,64265,29,Volkswagen,Passat,car,2013
GASOLINE,4.86,San Antonio,US,TX,64265,30,Ford,Fusion,car,2013
GASOLINE,5,San Antonio,US,TX,64265,30,Nissan,Murano,suv,2012
GASOLINE,4.64,San Antonio,US,TX,64265,29,Hyundai,Sonata,car,2012
GASOLINE,5,San Antonio,US,TX,366487,55,Toyota,C-HR,suv,2020
GASOLINE,4,San Antonio,US,TX,64265,35,MINI,Cooper Countryman,car,2012
GASOLINE,5,San Antonio,US,TX,6431368,140,BMW,X3,suv,2017
GASOLINE,5,San Antonio,US,TX,4115779,27,Toyota,Yaris,car,2009
GASOLINE,4.93,San Antonio,US,TX,6138838,39,Kia,Soul,car,2013
GASOLINE,,San Antonio,US,TX,15471259,85,Hyundai,Palisade,suv,2020
GASOLINE,4.95,San Antonio,US,TX,4115779,28,Honda,Civic,car,2010
GASOLINE,4.97,San Antonio,US,TX,7905582,35,Toyota,Corolla,car,2009
GASOLINE,,San Antonio,US,TX,651599,45,Volkswagen,Jetta,car,2019
GASOLINE,4.87,San Antonio,US,TX,3103133,34,Toyota,Corolla,car,2016
,,San Antonio,US,TX,7092292,75,Ford,Transit-350 Wagon,van,2019
GASOLINE,3,San Antonio,US,TX,8510171,65,Chevrolet,Impala,car,2017
GASOLINE,,Del Rio,US,TX,439131,368,BMW,M4,car,2018
GASOLINE,5,San Antonio,US,TX,4115779,28,Toyota,Yaris,car,2007
GASOLINE,5,San Antonio,US,TX,6107266,69,Mitsubishi,Lancer,car,2010
GASOLINE,,San Antonio,US,TX,812251,195,Cadillac,Escalade,suv,2015
GASOLINE,4.6,San Antonio,US,TX,12125275,47,Mercedes-Benz,GL-Class,suv,2010
GASOLINE,5,San Antonio,US,TX,1285519,42,Jeep,Patriot,suv,2015
GASOLINE,5,San Antonio,US,TX,812251,271,Land Rover,Range Rover Sport,suv,2016
,,San Antonio,US,TX,2737121,25,Mazda,MAZDA2,car,2012
GASOLINE,4.93,Savannah,US,GA,641610,30,Toyota,Corolla,car,2017
GASOLINE,,Savannah,US,GA,641610,25,Scion,xD,car,2009
GASOLINE,4.96,Savannah,US,GA,641610,25,Chevrolet,Spark,car,2013
GASOLINE,4.9,Savannah,US,GA,641610,25,Toyota,Yaris,car,2010
GASOLINE,4.9,Savannah,US,GA,4609659,39,Nissan,Sentra,car,2018
GASOLINE,4.92,Savannah,US,GA,4609659,40,Nissan,Sentra,car,2018
GASOLINE,4.94,Savannah,US,GA,4609659,34,Nissan,Versa,car,2018
GASOLINE,4.98,Savannah,US,GA,4609659,49,Honda,Accord,car,2017
ELECTRIC,5,Savannah,US,GA,6993830,129,Tesla,Model 3,car,2018
GASOLINE,5,Savannah,US,GA,14666412,62,Audi,Q5,suv,2013
GASOLINE,4.97,Savannah,US,GA,4609659,69,Ford,Mustang,car,2015
GASOLINE,4.96,Savannah,US,GA,4609659,54,Nissan,Quest,minivan,2016
GASOLINE,4.91,Savannah,US,GA,4609659,56,Nissan,Titan,truck,2017
GASOLINE,4.88,Savannah,US,GA,4609659,54,Nissan,Rogue,suv,2015
GASOLINE,5,Savannah,US,GA,4609659,72,Jeep,Wrangler,suv,2020
GASOLINE,4.96,Savannah,US,GA,4609659,56,Kia,Sorento,suv,2019
GASOLINE,4.86,Rincon,US,GA,1312099,58,Ford,Mustang,car,2012
GASOLINE,5,Savannah,US,GA,4609659,84,Toyota,Highlander,suv,2018
GASOLINE,,Savannah,US,GA,4609659,49,Subaru,Impreza,car,2017
GASOLINE,5,Savannah,US,GA,4609659,46,Toyota,Camry,car,2016
GASOLINE,5,Savannah,US,GA,4609659,39,Jeep,Patriot,suv,2016
GASOLINE,5,Savannah,US,GA,9451608,236,Polaris,Slingshot,car,2016
GASOLINE,5,Savannah,US,GA,4609659,59,Jeep,Cherokee,suv,2019
GASOLINE,4.71,Savannah,US,GA,4609659,52,Nissan,Altima,car,2020
GASOLINE,5,Bluffton,US,SC,13821135,222,Alfa Romeo,Giulia,car,2017
GASOLINE,,Louisville,US,KY,2520695,49,Hyundai,Sonata,car,2018
ELECTRIC,5,Louisville,US,KY,6792945,99,Tesla,Model 3,car,2018
ELECTRIC,5,Louisville,US,KY,6242037,158,Tesla,Model 3,car,2019
GASOLINE,5,Louisville,US,KY,3258814,66,Nissan,Rogue,suv,2017
DIESEL,4.81,Louisville,US,KY,8784589,99,Audi,Q7,suv,2015
ELECTRIC,5,Louisville,US,KY,6792945,149,Tesla,Model Y,suv,2020
ELECTRIC,5,Louisville,US,KY,9388933,249,Tesla,Model 3,car,2019
GASOLINE,5,Louisville,US,KY,1739592,105,Lexus,NX 300,suv,2018
GASOLINE,5,Louisville,US,KY,7371447,275,Chevrolet,Corvette,car,2017
GASOLINE,5,Louisville,US,KY,7789095,80,Ford,Mustang,car,2017
GASOLINE,4.83,Louisville,US,KY,11484834,70,Toyota,86,car,2017
GASOLINE,5,Louisville,US,KY,11010379,46,Mitsubishi,Lancer,car,2016
HYBRID,5,Louisville,US,KY,10225436,95,Volvo,S90,car,2018
GASOLINE,5,Louisville,US,KY,8432343,149,Mercedes-Benz,C-Class,car,2018
GASOLINE,5,Louisville,US,KY,7371447,275,Ford,Mustang,car,2018
GASOLINE,5,Federal Way,US,WA,15063801,36,Volkswagen,Jetta,car,2015
GASOLINE,4.91,Bellevue,US,WA,9748856,43,Nissan,Altima,car,2013
GASOLINE,5,Des Moines,US,WA,10366728,76,Chevrolet,Camaro,car,2018
HYBRID,5,SeaTac,US,WA,14697049,38,Hyundai,Ioniq Hybrid,car,2019
ELECTRIC,5,Gig Harbor,US,WA,5040477,118,Tesla,Model 3,car,2018
GASOLINE,5,Federal Way,US,WA,15063801,56,Nissan,Frontier,truck,2015
GASOLINE,5,Seattle,US,WA,10316271,99,Dodge,Charger,car,2018
GASOLINE,4.95,Issaquah,US,WA,6010199,60,Audi,Q7,suv,2013
GASOLINE,4.93,Seattle,US,WA,6359397,55,Toyota,RAV4,suv,2015
ELECTRIC,4.94,Seattle,US,WA,1836536,80,Tesla,Model 3,car,2018
GASOLINE,5,SeaTac,US,WA,14640670,52,Kia,Sorento,suv,2018
ELECTRIC,,Bonney Lake,US,WA,5837189,95,Tesla,Model 3,car,2020
GASOLINE,5,Burien,US,WA,4653730,62,Mercedes-Benz,CLA-Class,car,2016
GASOLINE,4.92,Seattle,US,WA,6359397,47,Honda,CR-V,suv,2015
GASOLINE,5,SeaTac,US,WA,5567111,115,Mercedes-Benz,GL-Class,suv,2016
GASOLINE,4.83,Seattle,US,WA,6359397,44,Nissan,Altima,car,2015
HYBRID,4.85,Seattle,US,WA,6359397,45,Toyota,Prius,car,2014
GASOLINE,5,Kent,US,WA,479311,51,Subaru,Outback,suv,2014
GASOLINE,,SeaTac,US,WA,5299945,96,Chevrolet,Suburban,suv,2018
GASOLINE,,KENT,US,WA,10299836,32,Honda,Civic,car,2012
GASOLINE,5,SeaTac,US,WA,13486937,64,Acura,TLX,car,2019
GASOLINE,4.95,Des Moines,US,WA,3641145,41,Toyota,Camry,car,2015
ELECTRIC,5,Issaquah,US,WA,6629593,119,Tesla,Model 3,car,2019
GASOLINE,4.96,Snoqualmie,US,WA,6051207,36,Subaru,Impreza,car,2019
ELECTRIC,5,Seattle,US,WA,1836536,130,Tesla,Model Y,suv,2020
GASOLINE,5,Newcastle,US,WA,10537511,98,Porsche,Macan,suv,2018
GASOLINE,5,Puyallup,US,WA,11510096,189,Maserati,Ghibli,car,2016
ELECTRIC,5,Covington,US,WA,14975415,179,Tesla,Model X,suv,2016
GASOLINE,4.9,Auburn,US,WA,6072055,95,Land Rover,Range Rover,suv,2012
GASOLINE,4.77,Seattle,US,WA,6359397,47,Honda,Civic,car,2012
GASOLINE,5,Seattle,US,WA,6161204,69,Jeep,Wrangler,suv,2012
GASOLINE,5,Newcastle,US,WA,10537511,98,Porsche,Macan,suv,2018
ELECTRIC,5,Newcastle,US,WA,10537511,145,Tesla,Model Y,suv,2020
HYBRID,5,Seattle,US,WA,5235667,38,Toyota,Prius,car,2013
,5,Edgewood,US,WA,15172827,30,Chevrolet,Sonic,car,2019
HYBRID,,Seattle,US,WA,5235667,36,Toyota,Prius,car,2014
GASOLINE,4.96,Gig Harbor,US,WA,5040477,80,Jeep,Gladiator,truck,2020
GASOLINE,5,Newcastle,US,WA,10537511,115,Porsche,Macan,suv,2019
HYBRID,5,Seattle,US,WA,5235667,39,Toyota,Prius,car,2014
GASOLINE,4.91,Des Moines,US,WA,3641145,39,Toyota,Camry,car,2012
ELECTRIC,,Bellevue,US,WA,15640853,104,Tesla,Model Y,suv,2020
GASOLINE,5,Sumner,US,WA,1868526,44,MINI,Cooper,car,2013
GASOLINE,5,Federal way,US,WA,6368795,89,Toyota,Tundra,truck,2020
GASOLINE,5,Newcastle,US,WA,10537511,89,Land Rover,Discovery,suv,2017
GASOLINE,4.97,Newcastle,US,WA,10537511,180,Land Rover,Range Rover Sport,suv,2018
GASOLINE,5,Newcastle,US,WA,10537511,115,Ford,F-150,truck,2018
HYBRID,5,Seattle,US,WA,5235667,35,Toyota,Prius,car,2012
GASOLINE,5,Newcastle,US,WA,10537511,85,Ford,Explorer,suv,2019
GASOLINE,,Seattle,US,WA,15810882,75,Jeep,Wrangler,suv,2017
GASOLINE,4.79,Seattle,US,WA,663789,89,Toyota,FJ Cruiser,suv,2008
GASOLINE,4.91,Seattle,US,WA,2562283,59,MINI,Cooper Countryman,car,2015
GASOLINE,5,Newcastle,US,WA,10537511,80,Jeep,Wrangler Unlimited,suv,2019
GASOLINE,5,Bellevue,US,WA,1943700,399,Alfa Romeo,4C,car,2016
GASOLINE,,Newcastle,US,WA,10537511,499,Ford,Mustang,car,2020
HYBRID,4.69,Seattle,US,WA,663789,34,Toyota,Prius c,car,2015
GASOLINE,4.84,Seattle,US,WA,8085388,120,BMW,5 Series,car,2011
GASOLINE,4.95,Renton,US,WA,404233,38,Cadillac,ATS,car,2013
GASOLINE,4.91,Des Moines,US,WA,3641145,37,Nissan,Altima,car,2012
GASOLINE,5,Newcastle,US,WA,10537511,98,Alfa-romeo,Stelvio,suv,2020
GASOLINE,4.93,Des Moines,US,WA,3641145,35,Nissan,Sentra,car,2013
GASOLINE,4.72,Seattle,US,WA,663789,44,Suzuki,Kizashi,car,2013
GASOLINE,4.98,Seattle,US,WA,8240495,93,Mercedes-Benz,C-Class,car,2015
GASOLINE,4.99,Seattle,US,WA,7025842,52,Honda,Ridgeline,truck,2011
GASOLINE,5,Auburn,US,WA,11010206,450,Mercedes-Benz,G-Class,suv,2009
GASOLINE,4.93,Bellevue,US,WA,3850899,65,Subaru,Outback,suv,2019
HYBRID,5,Newcastle,US,WA,10537511,54,Toyota,Corolla Hybrid,car,2020
GASOLINE,4.78,Seattle,US,WA,663789,44,Dodge,Caravan,minivan,2007
GASOLINE,4.86,Federal Way,US,WA,6368795,50,Kia,Soul,car,2016
GASOLINE,4.91,Seattle,US,WA,1006943,63,Toyota,Sienna,minivan,2018
GASOLINE,5,Seattle,US,WA,2562283,40,Nissan,Versa,car,2012
ELECTRIC,,Kent,US,WA,1536124,60,Chevrolet,Bolt EV,car,2019
GASOLINE,5,Gig Harbor,US,WA,10031091,45,Nissan,Altima,car,2017
GASOLINE,4.93,Bellevue,US,WA,3850899,48,Subaru,Impreza,car,2019
GASOLINE,4.72,Seattle,US,WA,663789,34,Honda,Civic,car,2008
GASOLINE,5,Shoreline,US,WA,11076021,79,Honda,Odyssey,minivan,2013
